label,latitude,longitude,region,department,class_name,nearest_train_station
la ville es nonais,48.549161799,-1.952303676,bretagne,ille et vilaine,city,Miniac
vitre,48.114112003,-1.193482325,bretagne,ille et vilaine,city,Vitré
andel,48.49410569,-2.551043716,bretagne,côtes d'armor,city,Lamballe
bourseul,48.467127385,-2.264932118,bretagne,côtes d'armor,city,Plancoët
brehand,48.393711631,-2.588788001,bretagne,côtes d'armor,city,Yffiniac
ile de brehat,48.858114867,-3.003513815,bretagne,côtes d'armor,city,Paimpol
broons,48.311312015,-2.240918454,bretagne,côtes d'armor,city,Broons
bulat pestivien,48.434294258,-3.332709572,bretagne,côtes d'armor,city,Les Mais
callac de bretagne,48.421972056,-3.416489607,bretagne,côtes d'armor,city,Callac
caulnes,48.302142635,-2.160425566,bretagne,côtes d'armor,city,Caulnes
la cheze,48.134140598,-2.662484355,bretagne,côtes d'armor,city,Loudéac
coatascorn,48.669567466,-3.255263649,bretagne,côtes d'armor,city,Brélidy-Plouëc
coetmieux,48.48660486,-2.5922065080000003,bretagne,côtes d'armor,city,Yffiniac
le mene,48.282633001,-2.531190072,bretagne,côtes d'armor,city,Plénée-Jugon
corlay,48.309913353,-3.037663372,bretagne,côtes d'armor,city,Quintin
dinan,48.446122862,-2.051305632,bretagne,côtes d'armor,city,Dinan
ereac,48.274276926,-2.343943083,bretagne,côtes d'armor,city,Broons
erquy,48.619417039,-2.458382714,bretagne,côtes d'armor,city,Landébia
erquy,48.619417039,-2.458382714,bretagne,côtes d'armor,city,Landébia
gommenec h,48.637393035,-3.04781756,bretagne,côtes d'armor,city,Trégonneau-Squiffiec
graces,48.544781997,-3.182427449,bretagne,côtes d'armor,city,Gourland
henanbihen,48.557983876,-2.381556448,bretagne,côtes d'armor,city,Landébia
henon,48.38674883,-2.683781952,bretagne,côtes d'armor,city,Yffiniac
kergrist moelou,48.294604205,-3.325603286,bretagne,côtes d'armor,city,Carnoët-Locarn
kermaria sulard,48.773490968,-3.373389455,bretagne,côtes d'armor,city,Lannion
lamballe armor,48.485734593,-2.472990332,bretagne,côtes d'armor,city,Lamballe
lamballe armor,48.485734593,-2.472990332,bretagne,côtes d'armor,city,Lamballe
lamballe armor,48.485734593,-2.472990332,bretagne,côtes d'armor,city,Lamballe
la landec,48.42566669,-2.183105118,bretagne,côtes d'armor,city,Corseul-Languenan
languedias,48.393034923,-2.205716553,bretagne,côtes d'armor,city,Broons
bon repos sur blavet,48.223995004,-3.123600422,bretagne,côtes d'armor,city,Pontivy
lanrivain,48.359080915,-3.215237264,bretagne,côtes d'armor,city,Coat-Guégan
lanrodec,48.499564605,-3.043315239,bretagne,côtes d'armor,city,Châtelaudren-Plouagat
lantic,48.60420815,-2.898801204,bretagne,côtes d'armor,city,Châtelaudren-Plouagat
lanvallay,48.451576812,-2.011490444,bretagne,côtes d'armor,city,Dinan
lanvollon,48.633506703,-2.990158549,bretagne,côtes d'armor,city,Châtelaudren-Plouagat
louargat,48.561117357,-3.340901278,bretagne,côtes d'armor,city,Belle-Isle-Bégard
magoar,48.401214491,-3.17709856,bretagne,côtes d'armor,city,Coat-Guégan
mantallot,48.71048125,-3.292636862,bretagne,côtes d'armor,city,Brélidy-Plouëc
matignon,48.6016128,-2.290149818,bretagne,côtes d'armor,city,Plancoët
la meaugon,48.504424135,-2.846723287,bretagne,côtes d'armor,city,La Méaugon
merillac,48.24992974,-2.391040735,bretagne,côtes d'armor,city,Plénée-Jugon
noyal,48.451110783,-2.463797774,bretagne,côtes d'armor,city,Plestan
pedernec,48.588026489,-3.277099925,bretagne,côtes d'armor,city,Belle-Isle-Bégard
penguily,48.371268497,-2.494263392,bretagne,côtes d'armor,city,Plestan
perros guirec,48.812104419,-3.466956832,bretagne,côtes d'armor,city,Lannion
pleguien,48.634839291,-2.948372029,bretagne,côtes d'armor,city,Châtelaudren-Plouagat
plemet,48.174589649,-2.597019243,bretagne,côtes d'armor,city,Loudéac
plemy,48.33814777,-2.676607262,bretagne,côtes d'armor,city,Uzel
plestin les greves,48.647713454,-3.620177657,bretagne,côtes d'armor,city,Plounérin
pleubian,48.842891237,-3.134523886,bretagne,côtes d'armor,city,Lancerf
pleudihen sur rance,48.509515077,-1.94126291,bretagne,côtes d'armor,city,Pleudihen
plevenon,48.656473906,-2.319970446,bretagne,côtes d'armor,city,Plancoët
ploeuc l hermitage,48.340743153,-2.795292289,bretagne,côtes d'armor,city,Uzel
plorec sur arguenon,48.463606587,-2.301044567,bretagne,côtes d'armor,city,Landébia
ploubazlanec,48.805320954,-3.04473119,bretagne,côtes d'armor,city,Paimpol
ploufragan,48.487289354,-2.808099038,bretagne,côtes d'armor,city,La Méaugon
ploufragan,48.487289354,-2.808099038,bretagne,côtes d'armor,city,La Méaugon
plouguiel,48.804944488,-3.244652701,bretagne,côtes d'armor,city,Traou-Nez
pludual,48.666240012,-2.986208201,bretagne,côtes d'armor,city,Frynaudour
pont melvez,48.474317873,-3.284974982,bretagne,côtes d'armor,city,Coat-Guégan
quemperven,48.725723061,-3.336661973,bretagne,côtes d'armor,city,Lannion
rospez,48.735707442,-3.386852444,bretagne,côtes d'armor,city,Lannion
st adrien,48.489391674,-3.132212629,bretagne,côtes d'armor,city,Guingamp
st alban,48.554724543,-2.508754851,bretagne,côtes d'armor,city,Pont-d'Ain
st cast le guildo,48.60362037,-2.248600685,bretagne,côtes d'armor,city,Plancoët
st clet,48.66983713,-3.137436531,bretagne,côtes d'armor,city,Pontrieux-Halte
st fiacre,48.45524135,-3.052648675,bretagne,côtes d'armor,city,Châtelaudren-Plouagat
st gilles les bois,48.657131642,-3.090866393,bretagne,côtes d'armor,city,Pontrieux-Halte
st meloir des bois,48.442385045,-2.257028528,bretagne,côtes d'armor,city,Plancoët
st michel en greve,48.674343414,-3.55664739,bretagne,côtes d'armor,city,Lannion
st samson sur rance,48.491427043,-2.01862491,bretagne,côtes d'armor,city,La Hisse
st vran,48.24330087,-2.4569515600000003,bretagne,côtes d'armor,city,Plénée-Jugon
st igeaux,48.277397126,-3.114492415,bretagne,côtes d'armor,city,Quintin
tredaniel,48.346521095,-2.60527508,bretagne,côtes d'armor,city,Yffiniac
trefumel,48.33733239,-2.02393415,bretagne,côtes d'armor,city,Caulnes
tregastel,48.817228001,-3.507325469,bretagne,côtes d'armor,city,Lannion
trelevern,48.80139516,-3.369686834,bretagne,côtes d'armor,city,Lannion
tremargat,48.330117497,-3.26716046,bretagne,côtes d'armor,city,Les Mais
tremel,48.60491008,-3.617901524,bretagne,côtes d'armor,city,Plounérin
treverec,48.659311424,-3.055160991,bretagne,côtes d'armor,city,Pontrieux
trevou treguignec,48.811886933,-3.34490682,bretagne,côtes d'armor,city,Lannion
trezeny,48.754383331,-3.361108888,bretagne,côtes d'armor,city,Lannion
la vicomte sur rance,48.487850282,-1.983393035,bretagne,côtes d'armor,city,La Hisse
vilde guingalan,48.436341144,-2.151586081,bretagne,côtes d'armor,city,Corseul-Languenan
yffiniac,48.4679349,-2.681727195,bretagne,côtes d'armor,city,Yffiniac
coeuvres et valsery,49.329787194,3.152923563,hauts de france,aisne,city,Vic-sur-Aisne
conde sur aisne,49.400530504,3.465955945,hauts de france,aisne,city,Ciry-Sermoise
connigis,49.035370196,3.532531052,hauts de france,aisne,city,Mézy
contescourt,49.791854866,3.233791958,hauts de france,aisne,city,Montescourt
courboin,48.995891322,3.506548865,hauts de france,aisne,city,Mézy
courmont,49.138138179,3.575363168,hauts de france,aisne,city,Ronchamp
craonne,49.447657128,3.791537043,hauts de france,aisne,city,Amifontaine
craonnelle,49.42526418,3.777117905,hauts de france,aisne,city,Amifontaine
crecy au mont,49.483942069,3.311819593,hauts de france,aisne,city,Vauxaillon
cugny,49.704088786,3.154050428,hauts de france,aisne,city,Flavy-le-Martel
cuirieux,49.683677309,3.819709078,hauts de france,aisne,city,Chivres-en-Laonnois
cuiry les chaudardes,49.390211141,3.762800245,hauts de france,aisne,city,Breuil-Romain
cuissy et geny,49.403274141,3.706151451,hauts de france,aisne,city,Fismes
cuisy en almont,49.420418485,3.248980619,hauts de france,aisne,city,Crouy
cutry,49.344254743,3.19162619,hauts de france,aisne,city,Vic-sur-Aisne
dagny lambercy,49.769510793,4.0421813,hauts de france,aisne,city,Montcornet
dammard,49.147057007,3.177143676,hauts de france,aisne,city,La Ferté-Milon
dampleux,49.242087221,3.144264319,hauts de france,aisne,city,Villers-Cotterêts
dhuizel,49.360733999,3.614796544,hauts de france,aisne,city,Bazoches
dizy le gros,49.635362571,4.013054719,hauts de france,aisne,city,Clermont-les-Fermes
dolignon,49.73395205,4.087026831,hauts de france,aisne,city,Montcornet
l epine aux bois,48.899192334,3.444361301,hauts de france,aisne,city,Artonges
etouvelles,49.518671644,3.5823282350000003,hauts de france,aisne,city,Clacy-Mons
etreillers,49.833090026,3.157396093,hauts de france,aisne,city,St-Quentin
begard,48.634782583,-3.291535083,bretagne,côtes d'armor,city,Belle-Isle-Bégard
begard,48.634782583,-3.291535083,bretagne,côtes d'armor,city,Belle-Isle-Bégard
calanhel,48.440621575,-3.475563201,bretagne,côtes d'armor,city,Callac
camlez,48.783206246,-3.315401686,bretagne,côtes d'armor,city,Lannion
coatreven,48.763417042,-3.32597473,bretagne,côtes d'armor,city,Lannion
coetlogon,48.132373543,-2.543199062,bretagne,côtes d'armor,city,Loudéac
cohiniac,48.451473972,-2.946720821,bretagne,côtes d'armor,city,Quintin
le mene,48.282633001,-2.531190072,bretagne,côtes d'armor,city,Plénée-Jugon
le mene,48.282633001,-2.531190072,bretagne,côtes d'armor,city,Plénée-Jugon
evran,48.384911528,-1.980060647,bretagne,côtes d'armor,city,Dinan
gausson,48.293055662,-2.76120763,bretagne,côtes d'armor,city,Uzel
goudelin,48.603446979,-3.022823933,bretagne,côtes d'armor,city,Châtelaudren-Plouagat
guenroc,48.313624089,-2.080708146,bretagne,côtes d'armor,city,Caulnes
guitte,48.290858999,-2.102009002,bretagne,côtes d'armor,city,Caulnes
henansal,48.537926258,-2.447839535,bretagne,côtes d'armor,city,Lamballe
jugon les lacs commune nouvelle,48.406111037,-2.326902171,bretagne,côtes d'armor,city,Plénée-Jugon
kerien,48.409393401,-3.230681705,bretagne,côtes d'armor,city,Coat-Guégan
kerpert,48.389912955,-3.136411171,bretagne,côtes d'armor,city,Coat-Guégan
lamballe armor,48.485734593,-2.472990332,bretagne,côtes d'armor,city,Lamballe
lamballe armor,48.485734593,-2.472990332,bretagne,côtes d'armor,city,Lamballe
lamballe armor,48.485734593,-2.472990332,bretagne,côtes d'armor,city,Lamballe
landebia,48.515181456,-2.337313612,bretagne,côtes d'armor,city,Landébia
lanfains,48.36537327,-2.911495111,bretagne,côtes d'armor,city,Quintin
langrolay sur rance,48.553083641,-2.014425393,bretagne,côtes d'armor,city,La Hisse
bon repos sur blavet,48.223995004,-3.123600422,bretagne,côtes d'armor,city,Pontivy
lanmodez,48.845465393,-3.096558927,bretagne,côtes d'armor,city,Paimpol
lannion,48.743719598,-3.46130389,bretagne,côtes d'armor,city,Lannion
lanvallay,48.451576812,-2.011490444,bretagne,côtes d'armor,city,Dinan
laurenan,48.215039749,-2.5190948520000003,bretagne,côtes d'armor,city,Loudéac
loscouet sur meu,48.175754545,-2.25109994,bretagne,côtes d'armor,city,St-Méen
mael carhaix,48.288071267,-3.410397882,bretagne,côtes d'armor,city,Carnoët-Locarn
guerledan,48.201483257,-2.957966114,bretagne,côtes d'armor,city,Uzel
paimpol,48.773414138,-3.054779415,bretagne,côtes d'armor,city,Paimpol
penvenan,48.816972706,-3.301924259,bretagne,côtes d'armor,city,Traou-Nez
penvenan,48.816972706,-3.301924259,bretagne,côtes d'armor,city,Traou-Nez
bransat,46.328953315,3.216966976,auvergne rhône alpes,allier,city,St-Pourçain-sur-Sioule
plaine haute,48.443303854,-2.859140189,bretagne,côtes d'armor,city,Plaintel
plancoet,48.514601641,-2.21932543,bretagne,côtes d'armor,city,Plancoët
frehel,48.634581636,-2.361916102,bretagne,côtes d'armor,city,Landébia
plenee jugon,48.355685105,-2.415212201,bretagne,côtes d'armor,city,Plénée-Jugon
chassenard,46.44192661,3.973362997,auvergne rhône alpes,allier,city,Digoin
plesidy,48.441570694,-3.126099759,bretagne,côtes d'armor,city,Moustéru
chatel de neuvre,46.415858765,3.29864446,auvergne rhône alpes,allier,city,La Ferté-Hauterive
plestin les greves,48.647713454,-3.620177657,bretagne,côtes d'armor,city,Plounérin
pleumeur bodou,48.785426229,-3.518763251,bretagne,côtes d'armor,city,Lannion
pleumeur gautier,48.80046846,-3.151543243,bretagne,côtes d'armor,city,Lancerf
chatelaudren plouagat,48.530385904,-2.989575344,bretagne,côtes d'armor,city,Châtelaudren-Plouagat
plouaret,48.619491788,-3.483272817,bretagne,côtes d'armor,city,Plouaret-Trégor
plouasne,48.311808255,-2.00793317,bretagne,côtes d'armor,city,Caulnes
plouec du trieux,48.672183038,-3.187594155,bretagne,côtes d'armor,city,Brélidy-Plouëc
plougrescant,48.84000535,-3.239697939,bretagne,côtes d'armor,city,Lancerf
plouguenast langast,48.279779756,-2.690027031,bretagne,côtes d'armor,city,Uzel
plounerin,48.566496872,-3.548705022,bretagne,côtes d'armor,city,Plounérin
plourac h,48.418504423,-3.551745494,bretagne,côtes d'armor,city,Le Pénity
plumaugat,48.245436221,-2.230869481,bretagne,côtes d'armor,city,Quédillac
la prenessaye,48.185932802,-2.647777687,bretagne,côtes d'armor,city,Loudéac
la roche jaudy,48.731681808,-3.233237382,bretagne,côtes d'armor,city,Pontrieux-Halte
la roche jaudy,48.731681808,-3.233237382,bretagne,côtes d'armor,city,Pontrieux-Halte
loriges,46.266256186,3.341121382,auvergne rhône alpes,allier,city,St-Pourçain-sur-Sioule
la roche jaudy,48.731681808,-3.233237382,bretagne,côtes d'armor,city,Pontrieux-Halte
rostrenen,48.22135025,-3.311657917,bretagne,côtes d'armor,city,Carnoët-Locarn
rouillac,48.306578964,-2.369106624,bretagne,côtes d'armor,city,Plénée-Jugon
ruca,48.561815439,-2.335244671,bretagne,côtes d'armor,city,Landébia
st bihy,48.375421403,-2.967114296,bretagne,côtes d'armor,city,Quintin
st brandan,48.389900815,-2.86298438,bretagne,côtes d'armor,city,Quintin
st caradec,48.191890426,-2.8675294950000003,bretagne,côtes d'armor,city,Loudéac
monetay sur allier,46.381105055,3.2887541110000003,auvergne rhône alpes,allier,city,La Ferté-Hauterive
st gildas,48.422520774,-3.006479202,bretagne,côtes d'armor,city,Quintin
st jacut de la mer,48.591597419,-2.187270552,bretagne,côtes d'armor,city,Plancoët
st jean kerdaniel,48.55256884,-3.03449897,bretagne,côtes d'armor,city,Châtelaudren-Plouagat
st jouan de l isle,48.266376098,-2.178676718,bretagne,côtes d'armor,city,Caulnes
st juvat,48.361860772,-2.054404661,bretagne,côtes d'armor,city,Dinan
st launeuc,48.232054792,-2.354098926,bretagne,côtes d'armor,city,St-Méen
st martin des pres,48.305324307,-2.9646761130000003,bretagne,côtes d'armor,city,Quintin
st maudan,48.111270043,-2.768196772,bretagne,côtes d'armor,city,Loudéac
st michel de plelan,48.462517893,-2.221916561,bretagne,côtes d'armor,city,Plancoët
st nicolas du pelem,48.322747291,-3.164354256,bretagne,côtes d'armor,city,Coat-Guégan
st servais,48.386616103,-3.374269469,bretagne,côtes d'armor,city,La Roche-Maurice
st trimoel,48.393649561,-2.541287701,bretagne,côtes d'armor,city,Plestan
squiffiec,48.637395641,-3.166728557,bretagne,côtes d'armor,city,Trégonneau-Squiffiec
taden,48.487864247,-2.054221532,bretagne,côtes d'armor,city,Dinan
trebrivan,48.31013059,-3.480978972,bretagne,côtes d'armor,city,Carnoët-Locarn
tredrez locquemeau,48.70786489,-3.5635693870000003,bretagne,côtes d'armor,city,Lannion
treglamus,48.556965337,-3.254627352,bretagne,côtes d'armor,city,Moustéru
tregonneau,48.613932658,-3.163215346,bretagne,côtes d'armor,city,Trégonneau-Squiffiec
tregueux,48.480324646,-2.745100895,bretagne,côtes d'armor,city,St-Brieuc
treguidel,48.600294517,-2.942781682,bretagne,côtes d'armor,city,Châtelaudren-Plouagat
tremeven,48.671359237,-3.032182909,bretagne,côtes d'armor,city,Frynaudour
tressignaux,48.610435981,-2.975254412,bretagne,côtes d'armor,city,Châtelaudren-Plouagat
treve,48.2162507,-2.807521994,bretagne,côtes d'armor,city,Loudéac
treveneuc,48.659853811,-2.873919052,bretagne,côtes d'armor,city,Châtelaudren-Plouagat
uzel pres l oust,48.280960499,-2.847817638,bretagne,côtes d'armor,city,Uzel
le vieux marche,48.613571316,-3.438163224,bretagne,côtes d'armor,city,Plouaret-Trégor
concevreux,49.376787975,3.789619058,hauts de france,aisne,city,Breuil-Romain
conde en brie,49.00176432,3.560653495,hauts de france,aisne,city,Mézy
condren,49.636851541,3.276684294,hauts de france,aisne,city,Viry-Noureuil
coucy le chateau auffrique,49.515873452,3.315968841,hauts de france,aisne,city,Vauxaillon
courmelles,49.343552574,3.301958811,hauts de france,aisne,city,Soissons
crecy sur serre,49.698802025,3.62272969,hauts de france,aisne,city,Dercy-Mortiers
croix fonsomme,49.930902634,3.393853083,hauts de france,aisne,city,Fresnoy-le-Grand
douchy,49.794212842,3.130285722,hauts de france,aisne,city,Ham
erlon,49.734265823,3.705372654,hauts de france,aisne,city,Voyenne
esqueheries,49.982096918,3.753298573,hauts de france,aisne,city,Ors
essomes sur marne,49.034382198,3.340031766,hauts de france,aisne,city,Chézy-sur-Marne
evergnicourt,49.455922988,4.036018471,hauts de france,aisne,city,Guignicourt
lafeline,46.344463776,3.175895452,auvergne rhône alpes,allier,city,St-Pourçain-sur-Sioule
reotier,44.681335205,6.564118714,provence alpes côte d'azur,hautes alpes,city,Montdauphin-Guillestre
risoul,44.624541358,6.623016283,provence alpes côte d'azur,hautes alpes,city,Montdauphin-Guillestre
bangor,47.313069437,-3.192784025,bretagne,morbihan,city,Quiberon
billiers,47.523493733,-2.479381901,bretagne,morbihan,city,Questembert
billio,47.867798245,-2.647565242,bretagne,morbihan,city,Vannes
arzon,47.547656248,-2.886486806,bretagne,morbihan,city,Ste-Anne
buleon,47.920177593,-2.6750454020000003,bretagne,morbihan,city,Pontivy
beganne,47.602737037,-2.244241601,bretagne,morbihan,city,Malansac
carentoir,47.823364182,-2.131027327,bretagne,morbihan,city,Redon
berne,47.984845172,-3.373760772,bretagne,morbihan,city,Quimperlé
carentoir,47.823364182,-2.131027327,bretagne,morbihan,city,Redon
bohal,47.78470479,-2.447014479,bretagne,morbihan,city,Questembert
caudan,47.813267455,-3.341411551,bretagne,morbihan,city,Hennebont
brech,47.709356381,-3.024142132,bretagne,morbihan,city,Auray
cleguer,47.865272894,-3.365175889,bretagne,morbihan,city,Gestel
brignac,48.112177029,-2.395213855,bretagne,morbihan,city,St-Méen
le cours,47.749125488,-2.508145385,bretagne,morbihan,city,Questembert
camoel,47.477623944,-2.398693476,bretagne,morbihan,city,La Baule-Escoublac
la gacilly,47.763828747,-2.14023729,bretagne,morbihan,city,Redon
colpo,47.816600324,-2.806580262,bretagne,morbihan,city,Vannes
guer,47.907833526,-2.129142173,bretagne,morbihan,city,Messac-Guipry
les fougerets,47.748210999,-2.197434587,bretagne,morbihan,city,Malansac
guern,48.034724266,-3.102315608,bretagne,morbihan,city,Pontivy
la gree st laurent,48.00158581,-2.503987512,bretagne,morbihan,city,Loudéac
ile aux moines,47.583799434,-2.854158374,bretagne,morbihan,city,Vannes
guehenno,47.891871815,-2.6517319500000003,bretagne,morbihan,city,Vannes
kervignac,47.768787324,-3.247912575,bretagne,morbihan,city,Brandérion
guemene sur scorff,48.066113437,-3.205176255,bretagne,morbihan,city,Pontivy
lanester,47.768795862,-3.327427344,bretagne,morbihan,city,Lorient
guer,47.907833526,-2.129142173,bretagne,morbihan,city,Messac-Guipry
langonnet,48.131846317,-3.4812128810000003,bretagne,morbihan,city,Carhaix
guiscriff,48.042771619,-3.623328709,bretagne,morbihan,city,Bannalec
languidic,47.836984625,-3.147860566,bretagne,morbihan,city,Baud
hennebont,47.807604985,-3.270366459,bretagne,morbihan,city,Hennebont
locmaria,47.302154316,-3.105309494,bretagne,morbihan,city,Quiberon
ile d houat,47.389997905,-2.968742032,bretagne,morbihan,city,Quiberon
malguenac,48.069034426,-3.056524909,bretagne,morbihan,city,Pontivy
josselin,47.954109117,-2.547893669,bretagne,morbihan,city,Loudéac
moreac,47.933038525,-2.803850649,bretagne,morbihan,city,Pontivy
kerfourn,48.043261614,-2.837352822,bretagne,morbihan,city,Pontivy
evellys,47.974816164,-2.870054353,bretagne,morbihan,city,Pontivy
lantillac,47.951469491,-2.660408507,bretagne,morbihan,city,Pontivy
noyal muzillac,47.599595078,-2.45951403,bretagne,morbihan,city,Questembert
lanvenegen,48.004299964,-3.531714116,bretagne,morbihan,city,Quimperlé
pleucadeuc,47.769324495,-2.386172758,bretagne,morbihan,city,Questembert
larmor plage,47.715955025,-3.391638203,bretagne,morbihan,city,Lorient
plouray,48.134288053,-3.375672875,bretagne,morbihan,city,Carhaix
lizio,47.864423354,-2.520225179,bretagne,morbihan,city,Questembert
plumeliau bieuzy,47.972779654,-2.992531365,bretagne,morbihan,city,Pontivy
locmine,47.880139389,-2.837526831,bretagne,morbihan,city,Baud
port louis,47.709618118,-3.349748873,bretagne,morbihan,city,Lorient
locoal mendon,47.702031769,-3.1095634,bretagne,morbihan,city,Landaul-Mendon
radenac,47.949123642,-2.713192616,bretagne,morbihan,city,Pontivy
malestroit,47.807347733,-2.38700699,bretagne,morbihan,city,Questembert
rieux,47.60581778,-2.125696147,bretagne,morbihan,city,Blangy-sur-Bresle
meneac,48.131560753,-2.454075892,bretagne,morbihan,city,St-Méen
val d oust,47.870825024,-2.431663823,bretagne,morbihan,city,Questembert
moustoir ac,47.842977029,-2.858736524,bretagne,morbihan,city,Baud
rohan,48.089529609,-2.742774706,bretagne,morbihan,city,Loudéac
nivillac,47.540561642,-2.249458487,bretagne,morbihan,city,Sévérac
le saint,48.096866464,-3.565019487,bretagne,morbihan,city,Carhaix
nostang,47.755028768,-3.17479234,bretagne,morbihan,city,Brandérion
st armel,47.564484913,-2.713038288,bretagne,morbihan,city,Vannes
le palais,47.342732992,-3.170912084,bretagne,morbihan,city,Quiberon
st brieuc de mauron,48.089978637,-2.361207694,bretagne,morbihan,city,St-Méen
penestin,47.473024615,-2.465433896,bretagne,morbihan,city,Le Croisic
st dolay,47.54718487,-2.172189892,bretagne,morbihan,city,Sévérac
plescop,47.697603123,-2.831139936,bretagne,morbihan,city,Vannes
st gonnery,48.125825844,-2.821060075,bretagne,morbihan,city,Loudéac
pleugriffet,47.994156386,-2.691264048,bretagne,morbihan,city,Loudéac
st lery,48.091184213,-2.263744791,bretagne,morbihan,city,St-Méen
ploeren,47.661790536,-2.84286151,bretagne,morbihan,city,Vannes
st malo des trois fontaines,48.016962979,-2.469012229,bretagne,morbihan,city,Loudéac
plouharnel,47.600512357,-3.122224592,bretagne,morbihan,city,Plouharnel-Carnac
st nicolas du tertre,47.79613606,-2.21782565,bretagne,morbihan,city,Malansac
plumelin,47.882321883,-2.887457637,bretagne,morbihan,city,Baud
st nolff,47.69863388,-2.665950286,bretagne,morbihan,city,Vannes
pluneret,47.678430059,-2.945824584,bretagne,morbihan,city,Ste-Anne
st pierre quiberon,47.522671523,-3.138504295,bretagne,morbihan,city,St-Pierre-Quiberon
quistinic,47.909249669,-3.127398095,bretagne,morbihan,city,Baud
st tugdual,48.096136779,-3.366970607,bretagne,morbihan,city,Carhaix
rohan,48.089529609,-2.742774706,bretagne,morbihan,city,Loudéac
silfiac,48.144879851,-3.172961745,bretagne,morbihan,city,Pontivy
rohan,48.089529609,-2.742774706,bretagne,morbihan,city,Loudéac
thehillac,47.55196028,-2.11844535,bretagne,morbihan,city,Sévérac
roudouallec,48.120009317,-3.694337668,bretagne,morbihan,city,Carhaix
tredion,47.782989524,-2.583971546,bretagne,morbihan,city,Questembert
st allouestre,47.908351408,-2.73618227,bretagne,morbihan,city,Pontivy
vannes,47.659791963,-2.757100271,bretagne,morbihan,city,Vannes
ste brigitte,48.177042049,-3.11040789,bretagne,morbihan,city,Pontivy
la vraie croix,47.689981017,-2.518979605,bretagne,morbihan,city,Questembert
st grave,47.722799801,-2.288555927,bretagne,morbihan,city,Malansac
ste helene,47.717419522,-3.18525192,bretagne,morbihan,city,St-Julien-Écuisses
st philibert,47.587869887,-3.000797545,bretagne,morbihan,city,Gevrey-Chambertin
st vincent sur oust,47.702387659,-2.148390523,bretagne,morbihan,city,Redon
serent,47.824857271,-2.497399367,bretagne,morbihan,city,Questembert
theix noyalo,47.631759109,-2.651784102,bretagne,morbihan,city,Vannes
trefflean,47.678258599,-2.622102534,bretagne,morbihan,city,Vannes
la trinite porhoet,48.09858029,-2.524164736,bretagne,morbihan,city,Loudéac
le bono,47.636956039,-2.939215911,bretagne,morbihan,city,Ste-Anne
arzon,47.547656248,-2.886486806,bretagne,morbihan,city,Ste-Anne
baud,47.875553114,-3.030708242,bretagne,morbihan,city,Baud
beignon,47.965835344,-2.180339896,bretagne,morbihan,city,St-Méen
belz,47.672411176,-3.161744463,bretagne,morbihan,city,Belz-Ploemel
bignan,47.877128765,-2.759589533,bretagne,morbihan,city,Baud
branderion,47.792378094,-3.193270414,bretagne,morbihan,city,Brandérion
brehan,48.070150572,-2.686850781,bretagne,morbihan,city,Loudéac
camors,47.830036303,-3.000061211,bretagne,morbihan,city,Baud
cleguerec,48.128101089,-3.06365638,bretagne,morbihan,city,Pontivy
cournon,47.749467057,-2.09823698,bretagne,morbihan,city,Redon
crach,47.630421243,-3.000327805,bretagne,morbihan,city,Auray
la croix hellean,47.963764752,-2.5110338800000003,bretagne,morbihan,city,Loudéac
grand champ,47.760815001,-2.8478110350000003,bretagne,morbihan,city,Ste-Anne
guegon,47.925504665,-2.586230282,bretagne,morbihan,city,Questembert
guillac,47.923891021,-2.479239615,bretagne,morbihan,city,Questembert
guilliers,48.051945694,-2.415107194,bretagne,morbihan,city,St-Méen
le hezo,47.580786088,-2.690881693,bretagne,morbihan,city,Vannes
ile de hoedic,47.339850821,-2.875335445,bretagne,morbihan,city,Quiberon
ile d arz,47.592230874,-2.802023605,bretagne,morbihan,city,Vannes
landevant,47.771689809,-3.113336938,bretagne,morbihan,city,Landévant
forges de lanouee,48.010692279,-2.580676769,bretagne,morbihan,city,Loudéac
larmor baden,47.591961525,-2.899788197,bretagne,morbihan,city,Ste-Anne
larre,47.71595916,-2.4943615,bretagne,morbihan,city,Alençon
limerzel,47.636056342,-2.361975436,bretagne,morbihan,city,Malansac
locqueltas,47.763940153,-2.758140606,bretagne,morbihan,city,Vannes
malansac,47.686382249,-2.299506053,bretagne,morbihan,city,Malansac
marzan,47.541392612,-2.353511797,bretagne,morbihan,city,Malansac
melrand,47.975028678,-3.100137196,bretagne,morbihan,city,Baud
missiriac,47.823856619,-2.355901522,bretagne,morbihan,city,Malansac
monteneuf,47.878442912,-2.192897567,bretagne,morbihan,city,Malansac
evellys,47.974816164,-2.870054353,bretagne,morbihan,city,Pontivy
neulliac,48.121785081,-2.971978341,bretagne,morbihan,city,Pontivy
ploermel,47.917356575,-2.379915883,bretagne,morbihan,city,Questembert
plouay,47.927051006,-3.337276295,bretagne,morbihan,city,Hennebont
plougoumelen,47.661158562,-2.897914064,bretagne,morbihan,city,Ste-Anne
plumelec,47.825785735,-2.623532091,bretagne,morbihan,city,Vannes
plumeliau bieuzy,47.972779654,-2.992531365,bretagne,morbihan,city,Pontivy
pontivy,48.073196334,-2.9706423390000003,bretagne,morbihan,city,Pontivy
priziac,48.055585933,-3.43507886,bretagne,morbihan,city,Quimperlé
questembert,47.663936666,-2.43650753,bretagne,morbihan,city,Questembert
